model,L,sample_id,speaker_id,audio_path,predicted_speaker,top1_correct,verified,score,correct_score,max_impostor_score,margin,duration_sec
original,0,p225_003_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_003_mic1.flac,p225,1,1,0.7566752433776855,0.7566752433776855,0.43171003460884094,0.3249652087688446,7.5881875
base,1,p225_003_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_003_mic1.flac,p225,1,1,0.4285585284233093,0.4285585284233093,0.34062597155570984,0.08793255686759949,7.5881875
base,2,p225_003_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_003_mic1.flac,p225,1,1,0.4670794606208801,0.4670794606208801,0.34417885541915894,0.12290060520172119,7.5881875
base,3,p225_003_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_003_mic1.flac,p225,1,1,0.49549615383148193,0.49549615383148193,0.39162561297416687,0.10387054085731506,7.5881875
lca,1,p225_003_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_003_mic1.flac,p314,0,1,0.33913713693618774,0.26094406843185425,0.33913713693618774,-0.0781930685043335,7.5881875
lca,2,p225_003_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_003_mic1.flac,p280,0,1,0.4543837904930115,0.3593985438346863,0.4543837904930115,-0.0949852466583252,7.5881875
lca,3,p225_003_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_003_mic1.flac,p280,0,1,0.46773040294647217,0.41862553358078003,0.46773040294647217,-0.04910486936569214,7.5881875
original,0,p225_017_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_017_mic1.flac,p225,1,1,0.8238179683685303,0.8238179683685303,0.38672909140586853,0.43708887696266174,4.2419375
base,1,p225_017_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_017_mic1.flac,p225,1,1,0.4773308038711548,0.4773308038711548,0.33198004961013794,0.14535075426101685,4.2419375
base,2,p225_017_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_017_mic1.flac,p225,1,1,0.5116543173789978,0.5116543173789978,0.4230514466762543,0.08860287070274353,4.2419375
base,3,p225_017_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_017_mic1.flac,p225,1,1,0.5936492085456848,0.5936492085456848,0.4371594190597534,0.1564897894859314,4.2419375
lca,1,p225_017_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_017_mic1.flac,p262,0,1,0.38337403535842896,0.3387036621570587,0.38337403535842896,-0.04467037320137024,4.2419375
lca,2,p225_017_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_017_mic1.flac,p280,0,1,0.5103034377098083,0.4564400911331177,0.5103034377098083,-0.053863346576690674,4.2419375
